Pressure[bar],CO2_liquid_molefraction[-],CO2_vapor_molefraction[-],CH4_liquid_molefraction[-],CH4_vapor_molefraction[-],surface_tension[mN/m]
20.253095605688543,0.9889842888353517,0.8947995225845596,0.0110157111646483,0.10520047741544043,8.41373608753493
22.65163088574886,0.9779685776707034,0.8131327020062606,0.0220314223292966,0.18686729799373938,7.977762356239058
25.008421221731602,0.966952866506055,0.748039966239851,0.0330471334939449,0.2519600337601489,7.559323371495226
27.323785712679328,0.9559371553414068,0.6950539506336849,0.0440628446585932,0.3049460493663151,7.157680247908315
29.598141855310573,0.9449214441767585,0.6511795412883983,0.0550785558232415,0.34882045871160167,6.772120658864748
31.83196340012081,0.9339057330121102,0.6143354654762928,0.0660942669878898,0.38566453452370736,6.401963228212669
34.02575646523386,0.9228900218474619,0.5830315187190512,0.07710997815253809,0.4169684812809487,6.0465612000504505
36.18004510462947,0.9118743106828135,0.5561733163748803,0.0881256893171864,0.44382668362511973,5.705304275975373
38.295362000366374,0.9008585995181653,0.5329395390526218,0.0991414004818347,0.46706046094737813,5.377619441865366
40.372242031192776,0.889842888353517,0.5127021557403607,0.110157111646483,0.4872978442596393,5.062969182460251
42.41121748342469,0.8788271771888687,0.49497306652451184,0.12117282281113129,0.5050269334754882,4.760851377223053
44.41281420050829,0.8678114660242204,0.4793675075314646,0.1321885339757796,0.5206324924685354,4.470798313248099
46.37754824335195,0.8567957548595722,0.4655783904817087,0.1432042451404279,0.5344216095182913,4.192374598881966
48.305922788473964,0.8457800436949239,0.4533579531405127,0.15421995630507618,0.5466420468594874,3.9251763976019043
50.19842507581517,0.8347643325302755,0.4425044064935737,0.16523566746972448,0.5574955935064263,3.6688288056360374
52.05552326525032,0.8237486213656272,0.432852065130228,0.1762513786343728,0.567147934869772,3.422985619654945
53.87766308519162,0.8127329102009789,0.42426394951048024,0.1872670897990211,0.5757360504895197,3.187327188362692
55.66526416672319,0.8017171990363305,0.41662617111546046,0.1982828009636694,0.5833738288845395,2.961560286220817
57.41871595731318,0.7907014878716823,0.4098436227050334,0.20929851212831768,0.5901563772949667,2.7454145990291248
59.13837310165934,0.779685776707034,0.40383663695526006,0.220314223292966,0.59616336304474,2.538643799932795
60.824550164334404,0.7686700655423857,0.39853837255353025,0.2313299344576143,0.6014616274464698,2.3410228247586042
62.477515551348255,0.7576543543777374,0.39389275290785825,0.24234564562226257,0.6061072470921418,2.1523483400509456
64.09748446420983,0.7466386432130891,0.3898528288278767,0.2533613567869109,0.6101471711721234,1.9724365152609296
65.684610691448,0.7356229320484409,0.3863794692256087,0.2643770679515592,0.6136205307743913,1.8011225763520828
67.2389770084726,0.7246072208837926,0.3834403072539509,0.27539277911620746,0.6165596927460492,1.6382595214666824
68.76058391654514,0.7135915097191442,0.38100888615860806,0.2864084902808558,0.6189911138413919,1.4837183276165107
70.24933640649564,0.7025757985544959,0.37906396139164894,0.2974242014455041,0.6209360386083511,1.3373837658442964
71.7050283828541,0.6915600873898476,0.37758892458534765,0.30843991261015236,0.6224110754146522,1.199163021509242
86.25552755474787,0.559371553414068,0.3951658725250324,0.440628446585932,0.6048341274749676,0.14793648380071325
87.16002008819147,0.5483558422494197,0.3997596761436645,0.45164415775058026,0.6002403238563355,0.10836565029338946
87.99813464611121,0.5373401310847714,0.4049091063993367,0.4626598689152286,0.5950908936006634,0.07532685927305141
88.76280931599881,0.5263244199201231,0.41064403353268125,0.47367558007987687,0.5893559664673187,0.048420101928628986
90.52557340168465,0.4932772864261782,0.43177829660522293,0.5067227135738218,0.568221703394777,0.0041328932223300575
90.89718863220587,0.4822615752615299,0.44032876821415295,0.5177384247384701,0.559671231785847,0.0008861653172143087
91.13548992743235,0.47124586409688163,0.44977199635920884,0.5287541359031184,0.5502280036407912,5.6926344016192164e-05
91.2202221753792,0.46023015293223335,0.46023015293223335,0.5397698470677667,0.5397698470677667,-1.1153519153594971e-11
26.474623594089522,0.96,0.7134009074267693,0.04,0.2865990925732307,7.303906102041845
