Branch,Pressure [bar],x_CO2 [-],x_CH4 [-],y_CO2 [-],y_CH4 [-],rho_L [kg/m3],rho_V [kg/m3],rho_L_mol_cm3 [mol/cm3],rho_V_mol_cm3 [mol/cm3],M_liq [kg/mol],M_vap [kg/mol]
Dew,32.080331358803065,0.999959995861665,4.000413833504111e-05,0.999,0.0010000000000000009,946.0680371046781,88.39173734923479,0.021497725525927255,0.0020103877755833464,0.044007820081416335,0.04396750638
Dew,32.12821404205102,0.999919913682666,8.008631733411205e-05,0.9980010010010011,0.001998998998998913,946.0105369487574,88.4043234666289,0.021497241155422352,0.0020125943514633145,0.044006136885622674,0.043925554795655665
Dew,32.17622649165675,0.9998797132980549,0.00012028670194503063,0.9970020020020021,0.0029979979979979365,945.9528653758751,88.41702878129976,0.02149675527733833,0.0020148078624161302,0.04400444872594747,0.04388360321131131
Dew,32.22436232282232,0.9998393945559442,0.00016060544405588614,0.996003003003003,0.00399699699699696,945.8950169794285,88.42982262886368,0.021496267771583547,0.0020170276289151147,0.04400275559601238,0.043841651626966974
Dew,32.27262493587198,0.999798957281966,0.0002010427180339877,0.995004004004004,0.004995995995995983,945.8369941593442,88.44271775626868,0.02149577869592454,0.0020192539599632594,0.044001057488495116,0.043799700042622625
Dew,32.321020372327624,0.9997584012731495,0.00024159872685051856,0.9940050050050051,0.0059949949949948955,945.7788012648404,88.4557383894362,0.021495288153024913,0.002021487428078621,0.04399935439487217,0.04375774845827828
Dew,32.3695422416042,0.9997177263927479,0.00028227360725211647,0.9930060060060061,0.006993993993993919,945.7204329840273,88.46885400798563,0.021494796024621756,0.0020237273556538145,0.04399764630940103,0.04371579687393394
Dew,32.41819278088035,0.9996769324609461,0.0003230675390537987,0.9920070070070071,0.007992992992992942,945.6618907267105,88.48207212037774,0.021494302346095968,0.0020259739332242617,0.04399593322453064,0.0436738452895896
Dew,32.46697226803639,0.9996360193084528,0.0003639806915471996,0.991008008008008,0.008991991991991966,945.6031743792363,88.49539161020924,0.021493807117988047,0.0020282271543847906,0.04399421513315183,0.04363189370524525
Dew,32.51588098110334,0.9995949867664182,0.0004050132335817593,0.990009009009009,0.009990990990990989,945.544283829437,88.50881136910837,0.021493310340861903,0.002030487012889824,0.043992492028174,0.0435899421209009
Dew,32.5649231587455,0.9995538346218746,0.00044616537812538397,0.9890100100100101,0.010989989989989901,945.4852218810552,88.52234749060267,0.02149281208246993,0.002032753897479889,0.04399076390065385,0.043547990536556565
Dew,32.61409175757247,0.9995125627845655,0.00048743721543452326,0.9880110110110111,0.011988988988988925,945.4259830048715,88.53596704730298,0.021492312218623306,0.00203502707163372,0.04398903074680119,0.043506038952212216
Dew,32.6633904235358,0.9994711710524216,0.0005288289475784405,0.987012012012012,0.012987987987987948,945.3665695946445,88.549683609303,0.02149181080752622,0.0020373068657773314,0.04398729255813039,0.043464087367867874
