T_K,Pc_bar
220,44.62890690136049
221,44.518817896998485
222,44.42489397463425
223,44.346968892301106
224,44.284885727001615
225,44.23849888621862
226,44.20767198733571
227,44.192275895246055
228,44.19217807195506
229,44.20729971823447
230,44.23752258338776
231,44.282753017825705
232,44.34290590411748
233,44.41790413752353
234,44.50764242923503
235,43.11675507366026
236,44.73129139701021
237,44.8650592723697
238,45.013398347528984
239,45.17627858959521
240,45.35367079957448
241,45.54555713629645
242,45.751924031332926
243,44.63158056259494
244,46.20807595585253
245,46.45782361403108
246,45.42988041986153
247,47.00089380107765
248,46.03243972751939
249,46.35495168364509
250,46.69168825342237
251,47.04271147240022
252,47.40808369240713
253,47.78787644351926
254,48.18216162560169
255,48.59102036302971
256,49.01453420748931
257,49.452790686648534
258,49.905883335230854
259,50.37390630235752
260,50.85696093474742
261,51.35515041824522
262,51.86858307528397
263,52.39736734816677
271,57.194754806574515
272,57.867197637353705
273,58.556240099138535
274,59.262010108606724
275,59.98463095302034
276,60.72422372078656
277,61.48090222492621
278,62.254780175054016
279,63.04593616395397
280,63.85446640349657
281,64.68041376628707
282,65.52385370045364
283,66.38476558172724
284,67.263079517866
285,68.15892012689525
286,69.07193166519941
298,81.09017095445638
299,82.09519488217092
