P [bar],x_CO2 [-],y_CO2 [-],gamma_Parachor [mN/m],gamma_WSD [mN/m]
9.203127058000197,0.999,0.9732894880360455,13.34548845351899,13.349193539002727
9.475569997083827,0.9980010010010011,0.9482276189503959,13.286853971920236,13.294180777756681
9.74689869366303,0.9970020020020021,0.9246350598186961,13.228464542899722,13.239343731122208
10.01714381392542,0.996003003003003,0.9023802251390474,13.170310910540527,13.184681279221836
10.286330530752387,0.995004004004004,0.8813481432968066,13.112385267530145,13.130192067012
10.554479616209118,0.9940050050050051,0.8614376840519075,13.05468101493239,13.075874626506064
10.821608307344196,0.9930060060060061,0.8425593561281906,12.997192560465352,13.021727457367236
11.087730994324001,0.9920070070070071,0.8246335394015847,12.939915151254167,12.967749079316938
11.352859769014369,0.991008008008008,0.8075890517732257,12.88284473455215,12.913938064598717
11.617004805274645,0.990009009009009,0.791361976151738,12.825977849589133,12.860293059996426
11.880174767228894,0.9890100100100101,0.7758946920021935,12.769311524413927,12.80681279329804
12.142388683407464,0.9880110110110111,0.7611350972296409,12.71284172249705,12.753495483386535
12.40363194623627,0.987012012012012,0.7470358238035398,12.656568900913122,12.700341116462877
12.663920037315389,0.986013013013013,0.7335538178857302,12.600489873554276,12.64734815685182
12.92325797964683,0.9850140140140141,0.7206497557485829,12.544602942283865,12.594515656058471
13.181650253442994,0.9840150150150151,0.7082876493004586,12.4889066125262,12.541842736722625
13.439100894944838,0.9830160160160161,0.6964344862953765,12.433399561282199,12.489328586867092
13.69561357702138,0.982017017017017,0.6850599186245895,12.37808061036318,12.436972454111341
13.951191675064937,0.981018018018018,0.6741359909238741,12.322948703956158,12.384773640051641
14.205838321005594,0.9800190190190191,0.6636369032008946,12.26800288978903,12.332731494930588
14.459556447609023,0.9790200200200201,0.6535388023416611,12.213242303293308,12.28084541266498
14.712348824895267,0.9780210210210211,0.6438195982686693,12.158666154266308,12.229114826264697
14.964218090124564,0.977022022022022,0.6344588012518797,12.104273715619147,12.177539203649266
15.215166772475088,0.976023023023023,0.6254373774574322,12.050064313872571,12.12611804385566
15.465197313447355,0.9750240240240241,0.6167376202921856,11.996037321115372,12.074850873618368
15.714312083667203,0.9740250250250251,0.6083430367174041,11.942192138279916,12.023737239935437
15.962513396795504,0.9730260260260261,0.6002382395628973,11.888528227712019,11.972776724225305
16.20980352101769,0.972027027027027,0.5924088620269554,11.835045052573827,11.921968915293142
16.456200149965483,0.9710280280280281,0.584841518345452,11.781740158705283,11.871312804302462
16.701675609707454,0.9700290290290291,0.5775235400340804,11.728616830843361,11.820809219681783
16.946246528298605,0.9690300300300301,0.5704431878073867,11.675672780026762,11.770457215230365
17.18991507081831,0.968031031031031,0.5635894069586685,11.622907554483652,11.720256441775124
17.432683390405224,0.967032032032032,0.5569518166363988,11.570320714947789,11.67020656081262
17.674553631868992,0.9660330330330331,0.5505206591948216,11.517911832769206,11.62030724330271
17.91552793468367,0.9650340340340341,0.5442867540777354,11.465680488297675,11.570558168599193
18.155608435399447,0.9640350350350351,0.5382414557622177,11.413626269499026,11.520959023502058
18.394797269632306,0.963036036036036,0.5323766153458858,11.361748770770198,11.471509501417852
18.63309657367366,0.9620370370370371,0.5266845454105037,11.310047591924135,11.422209301615636
18.87050848577129,0.9610380380380381,0.5211579878371813,11.258522337319597,11.37305812856745
19.10703514716768,0.9600390390390391,0.5157900842852988,11.207172615115486,11.324055691364014
19.342678702898613,0.9590400400400401,0.5105743490794665,11.15599803663192,11.275201703196679
19.57744130243649,0.958041041041041,0.5055046442769159,11.10499821580273,11.226495880898133
19.81132510017166,0.9570420420420421,0.5005751567121913,11.054172768706739,11.177937944535348
20.04433225574855,0.9560430430430431,0.4957803768377273,11.00352131316612,11.129527617048135
20.27646493432902,0.9550440440440441,0.4911150791982915,10.953043468399226,11.081264623927098
20.507725306755773,0.9540450450450451,0.4865743043904902,10.902738854744577,11.033148692936203
20.73811554964228,0.9530460460460461,0.4821533423838437,10.852607093386013,10.985179553850392
