P [bar],x_CO2 [-],y_CO2 [-],gamma_Parachor [mN/m],gamma_WSD [mN/m],mixcorr_WSD
6.76747950614991,0.999,0.8964962908845512,15.588999272839926,15.645129958731946,0.999
7.533198255777608,0.9980010010010011,0.8154558634393337,15.473209954969665,15.583608557584029,0.9980010010010011
8.292397580203868,0.9970020020020021,0.7495632379615043,15.3590002438674,15.522516927812338,0.9970020020020021
9.04696710034009,0.996003003003003,0.6946430098309215,15.24599857797968,15.461828254995918,0.996003003003003
9.797951752964984,0.995004004004004,0.6480380945681683,15.133973809603619,15.401493147285874,0.995004004004004
10.54601585808192,0.9940050050050051,0.6079402557596334,15.022770242657714,15.341459797373474,0.9940050050050051
11.291562645337677,0.9930060060060061,0.5730571019106963,14.912285611229926,15.281684694127806,0.9930060060060061
12.034846563406756,0.9920070070070071,0.5424305181058506,14.802451158741505,15.222133111244817,0.9920070070070071
12.776030820905575,0.991008008008008,0.5153300491276304,14.693220159070354,15.16277816511722,0.991008008008008
13.515221511516923,0.990009009009009,0.49118642815950014,14.584560577471233,15.1035993715534,0.990009009009009
14.252488389833783,0.9890100100100101,0.4695480726593037,14.476450290789057,15.04458125366215,0.9890100100100101
14.987877778551745,0.9880110110110111,0.45005146616839736,14.368873928713999,14.985712169159662,0.9880110110110111
15.721420726415634,0.987012012012012,0.4324003343781081,14.261820759883777,14.926983379122508,0.987012012012012
16.453138318421544,0.986013013013013,0.4163506119949966,14.155283252568335,14.868388328109827,0.986013013013013
17.183045030563314,0.9850140140140141,0.4016993493462249,14.049256102902461,14.809922101079852,0.9850140140140141
17.91115096619214,0.9840150150150151,0.38827637398272763,13.943735561011172,14.751581013512885,0.9840150150150151
18.63746343202074,0.9830160160160161,0.37593792398791215,13.838718952298565,14.693362301980281,0.9830160160160161
19.36198787682606,0.982017017017017,0.36456172049351065,13.734204356335022,14.635263895666641,0.982017017017017
20.084728456266276,0.981018018018018,0.3540431086359965,13.630190388137878,14.577284246336548,0.981018018018018
20.805688947043215,0.9800190190190191,0.3442920034229734,13.526675982853298,14.519422189015994,0.9800190190190191
21.52487238103077,0.9790200200200201,0.33523044982338973,13.4236603563937,14.461676859769218,0.9790200200200201
22.24228167927349,0.9780210210210211,0.32679065693765214,13.321142874650443,14.40404761301173,0.9780210210210211
22.957919683084352,0.977022022022022,0.3189134018270214,13.219123007223633,14.346533968704618,0.977022022022022
23.671789242324806,0.976023023023023,0.3115467242456039,13.117600286253099,14.289135570646737,0.976023023023023
24.38389327177098,0.9750240240240241,0.3046448522235655,13.016574277350609,14.231852154868086,0.9750240240240241
25.09423478546591,0.9740250250250251,0.2981673122603569,12.916044559220982,14.17468352564044,0.9740250250250251
25.802816916142397,0.9730260260260261,0.29207818819947395,12.816010709536766,14.117629537251384,0.9730260260260261
26.509640266643864,0.972027027027027,0.2863455006403291,12.716472585310822,14.06069012439334,0.972027027027027
27.214713295165552,0.9710280280280281,0.2809406846717344,12.617429182562088,14.003865117643896,0.9710280280280281
27.918037098051318,0.9700290290290291,0.2758381482685356,12.518880295407492,13.947154492067538,0.9700290290290291
28.619615317574045,0.9690300300300301,0.27101489722312966,12.420825429209811,13.890558192963931,0.9690300300300301
29.319451712646824,0.968031031031031,0.26645021523804174,12.32326406460804,13.834076172646894,0.968031031031031
30.0175501510681,0.967032032032032,0.26212538997112594,12.226195657146246,13.77770838701659,0.967032032032032
30.71391460137277,0.9660330330330331,0.2580234775370114,12.12961963747662,13.721454793006243,0.9660330330330331
31.408549124560253,0.9650340340340341,0.25412909933094735,12.033535411961317,13.665315346703059,0.9650340340340341
32.101457865902916,0.9640350350350351,0.25042826613200825,11.937942363533287,13.6092900019857,0.9640350350350351
32.792645047115876,0.963036036036036,0.2469082253194483,11.842839852718825,13.553378709559885,0.963036036036036
33.48212163116708,0.9620370370370371,0.24355732774633604,11.748226510937862,13.497581325534853,0.9620370370370371
34.16987909767397,0.9610380380380381,0.24036491139074037,11.654103024623744,13.44189796918626,0.9610380380380381
34.855928077751116,0.9600390390390391,0.2373211993761313,11.56046803212251,13.386328492533565,0.9600390390390391
35.54027302913542,0.9590400400400401,0.2344172103383227,11.467320815620345,13.330872829050628,0.9590400400400401
36.222918452947496,0.958041041041041,0.23164467943485323,11.374660640564297,13.27553090757678,0.958041041041041
36.9038688883824,0.9570420420420421,0.22899598855523887,11.282486756720541,13.220302652380573,0.9570420420420421
37.58312890784048,0.9560430430430431,0.22646410450911003,11.19079839917418,13.165187983278376,0.9560430430430431
38.26070311238999,0.9550440440440441,0.22404252415098008,11.099594789276717,13.11018681579383,0.9550440440440441
38.93659612762649,0.9540450450450451,0.22172522555259144,11.008875135526932,13.055299061344282,0.9540450450450451
39.61081259981481,0.9530460460460461,0.21950662446114166,10.918638634401969,13.00052462744711,0.9530460460460461
40.28335719242439,0.9520470470470471,0.21738153538937155,10.828884471118839,12.94586341793661,0.9520470470470471
