Branch,Pressure [bar],x_CO2 [-],x_Ar [-],y_CO2 [-],y_Ar [-],rho_L [kg/m3],rho_V [kg/m3],rho_L_mol_cm3 [mol/cm3],rho_V_mol_cm3 [mol/cm3],M_liq [kg/mol],M_vap [kg/mol]
Dew,5.997790958730908,0.9999915487422366,8.451257763386621e-06,0.999,0.0010000000000000009,1166.1038413553538,15.828969588638829,0.02649672055742213,0.0003598024295727631,0.0440093648128357,0.0439935039
Dew,6.0044158511851675,0.9999830847614066,1.6915238593373516e-05,0.9980010010010011,0.001998998998998913,1166.0974939937114,15.840778033399062,0.026496657844382952,0.0003602016816835025,0.04400922942215194,0.04397752381211212
Dew,6.011056262548966,0.9999745995441764,2.5400455823554324e-05,0.9970020020020021,0.0029979979979979365,1166.0911304665533,15.852613527702687,0.02649659496815899,0.00036060183935186487,0.0440090936917686,0.04396154372422423
Dew,6.01771224019585,0.9999660930261213,3.3906973878727875e-05,0.996003003003003,0.00399699699699696,1166.084750763813,15.864476148539083,0.026496531929138974,0.0003610029053176498,0.04400895762065514,0.04394556363633634
Dew,6.0243838295845675,0.9999575651425918,4.243485740818009e-05,0.995004004004004,0.004995995995995983,1166.0783547192686,15.876365967125642,0.026496468724165567,0.0003614048821932522,0.04400882120777742,0.04392958354844845
Dew,6.0310710794589975,0.9999490158287131,5.0984171286905244e-05,0.9940050050050051,0.0059949949949948955,1166.0719424005024,15.888283064099946,0.026496405355396196,0.0003618077728093856,0.044008684452097685,0.043913603460560564
Dew,6.037774036660783,0.9999404450193826,5.955498061738229e-05,0.9930060060060061,0.006993993993993919,1166.0655137189428,15.900227514361436,0.026496341821442258,0.0003622115798701693,0.04400854735257455,0.043897623372672674
Dew,6.044492748724987,0.9999318526492684,6.81473507315733e-05,0.9920070070070071,0.007992992992992942,1166.0590686248395,15.912199394654214,0.02649627812179943,0.0003626163061256983,0.04400840990816296,0.04388164328478479
Dew,6.051227263353964,0.999923238652808,7.676134719203365e-05,0.991008008008008,0.008991991991991966,1166.0526070682704,15.92419878202831,0.026496214255961707,0.00036302195433704975,0.04400827211781419,0.0438656631968969
Dew,6.057977628436047,0.9999146029642062,8.539703579379943e-05,0.990009009009009,0.009990990990990989,1166.046128999137,15.93622575389276,0.026496150223421305,0.00036342852727751256,0.04400813398047574,0.043849683109009004
Dew,6.064743892021967,0.9999059455174338,9.405448256616378e-05,0.9890100100100101,0.010989989989989901,1166.03963436716,15.94828038794543,0.02649608602366854,0.00036383602773100876,0.04400799549509143,0.04383370302112113
Dew,6.071526102347829,0.9998972662462258,0.00010273375377423122,0.9880110110110111,0.011988988988988925,1166.033123121889,15.96036276223853,0.026496021656192116,0.0003642444584936089,0.044007856660601245,0.04381772293323324
Dew,6.078324307831485,0.9998885650840795,0.00011143491592047194,0.987012012012012,0.012987987987987948,1166.0265952126877,15.97247295516661,0.026495957120478742,0.000364653822373279,0.04400771747594145,0.043801742845345354
Dew,6.085138557060061,0.9998798419642534,0.00012015803574660922,0.986013013013013,0.013986986986986971,1166.020050588743,15.984611045428725,0.026495892416013453,0.00036506412218903896,0.04400757794004439,0.043785762757457464
Dew,6.091968898802467,0.9998710968197648,0.00012890318023517366,0.9850140140140141,0.014985985985985883,1166.0134891990585,15.99677711206351,0.02649582754227935,0.0003654753607717838,0.04400743805183864,0.043769782669569574
Dew,6.09881538202818,0.9998623295833888,0.00013767041661116863,0.9840150150150151,0.015984984984984907,1166.006910992455,16.0089712345023,0.02649576249875774,0.0003658875409655193,0.04400729781024885,0.04375380258168168
Dew,6.10567805586591,0.9998535401876559,0.00014645981234406857,0.9830160160160161,0.01698398398398393,1166.00031591757,16.0211934924474,0.026495697284928083,0.0003663006656246029,0.04400715721419577,0.0437378224937938
Dew,6.1125569696519335,0.9998447285648508,0.00015527143514915132,0.982017017017017,0.017982982982982954,1165.9937039228507,16.033443966011234,0.026495631900267862,0.0003667147376169457,0.04400701626259621,0.04372184240590591
Dew,6.119452172890484,0.9998358946470105,0.00016410535298949647,0.981018018018018,0.018981981981981977,1165.9870749565625,16.0457227355997,0.026495566344252788,0.0003671297598213672,0.04400687495436305,0.04370586231801802
Dew,6.126363715277041,0.9998270383659223,0.00017296163407765075,0.9800190190190191,0.01998098098098089,1165.9804289667802,16.058029881978367,0.026495500616356627,0.00036754573512913177,0.04400673328840514,0.04368988223013013
Dew,6.13329164670068,0.9998181596531229,0.0001818403468770713,0.9790200200200201,0.020979979979979912,1165.973765901387,16.07036548627787,0.0264954347160512,0.0003679626664440936,0.044006591263627326,0.043673902142242246
Dew,6.14023601723939,0.9998092584398954,0.0001907415601045681,0.9780210210210211,0.021978978978978936,1165.9670857080775,16.082729629978758,0.026495368642806442,0.00036838055668237415,0.04400644887893041,0.043657922054354356
Dew,6.147196877175954,0.9998003346572687,0.00019966534273130332,0.977022022022022,0.02297797797797796,1165.9603883343584,16.09512239495611,0.02649530239609044,0.0003687994087734056,0.04400630613321114,0.043641941966466466
Dew,6.154174276941213,0.9997913882360149,0.0002086117639851226,0.976023023023023,0.023976976976976982,1165.9536737275273,16.107543863313435,0.026495235975368993,0.00036921922565614845,0.04400616302536212,0.043625961878578576
Dew,6.161168267209128,0.999782419106648,0.00021758089335199848,0.9750240240240241,0.024975975975975895,1165.9469418347028,16.119994117656983,0.026495169380106303,0.0003696400102853993,0.04400601955427185,0.04360998179069069
Dew,6.168178898823834,0.9997734271994219,0.00022657280057813978,0.9740250250250251,0.025974974974974918,1165.9401926027997,16.132473240882607,0.026495102609764405,0.00037006176562693016,0.04400587571882467,0.04359400170280281
Dew,6.1752062228412,0.9997644124443287,0.00023558755567132383,0.9730260260260261,0.02697397397397394,1165.9334259785371,16.144981316294754,0.026495035663803398,0.00037048449466023966,0.04400573151790073,0.04357802161491492
Dew,6.182250290487676,0.9997553747710969,0.000244625228903117,0.972027027027027,0.027972972972972965,1165.9266419084308,16.157518427485744,0.026494968541681277,0.0003709082003758065,0.04400558695037595,0.04356204152702703
Dew,6.1893111564941785,0.9997463141091898,0.00025368589081020687,0.9710280280280281,0.028971971971971877,1165.9198405775205,16.170084667983932,0.02649490124827889,0.000371332885996672,0.044005442015122014,0.043546061439139146
Dew,6.1963888626894645,0.9997372303878018,0.00026276961219817707,0.9700290290290291,0.0299709709709709,1165.9130212157684,16.182680093765008,0.026494833766776027,0.0003717585538879275,0.04400529671100632,0.043530081351251255
Dew,6.203483470719129,0.9997281235358607,0.0002718764641392868,0.9690300300300301,0.030969969969969924,1165.9061844852367,16.195304817951836,0.026494766112898745,0.0003721852077314406,0.04400515103689198,0.043514101263363365
Dew,6.210595029373737,0.9997189934820216,0.00028100651797835496,0.968031031031031,0.03196896896896895,1165.8993300929203,16.207958916248,0.026494698280672278,0.0003726128503542391,0.04400500499163777,0.043498121175475475
Dew,6.217723590896108,0.9997098401546672,0.0002901598453327603,0.967032032032032,0.03296796796796797,1165.8924579843163,16.220642474135843,0.02649463026954433,0.0003730414848123978,0.044004858574098075,0.043482141087587585
Dew,6.2248692077513414,0.9997006634819053,0.00029933651809466166,0.9660330330330331,0.03396696696696688,1165.8855681047214,16.233355577526048,0.026494562078960657,0.0003734711141763406,0.04400471178312291,0.0434661609996997
Dew,6.232031932602461,0.9996914633915676,0.00030853660843244146,0.9650340340340341,0.034965965965965906,1165.8786603992191,16.246098312685675,0.02649449370836481,0.00037390174152921,0.044004564617557855,0.04345018091181182
Dew,6.239211818339251,0.9996822398112065,0.0003177601887934811,0.9640350350350351,0.03596496496496493,1165.8717348126893,16.258870766319895,0.026494425157198357,0.0003743333699687728,0.04400441707624404,0.04343420082392393
Dew,6.246408918020578,0.9996729926680947,0.0003270073319052713,0.963036036036036,0.03696396396396395,1165.864791289786,16.27167302540392,0.026494356424900452,0.0003747660026035761,0.04400426915801811,0.04341822073603603
Dew,6.253623284956716,0.9996637218892223,0.0003362781107777435,0.9620370370370371,0.037962962962962865,1165.8578297749618,16.284505177419113,0.026494287510908328,0.0003751996425584062,0.04400412086171219,0.04340224064814815
Dew,6.2608549726614635,0.9996544274012951,0.0003455725987049352,0.9610380380380381,0.03896196196196189,1165.8508502124505,16.29736731021315,0.02649421841465697,0.00037563429297109683,0.04400397218615386,0.04338626056026027
Dew,6.268104034858729,0.9996451091307329,0.00035489086926709934,0.9600390390390391,0.03996096096096091,1165.8438525462727,16.310259512017467,0.026494149135579247,0.00037606995699295475,0.04400382313016612,0.04337028047237238
Dew,6.275370525471931,0.9996357670036674,0.0003642329963325919,0.9590400400400401,0.040959959959959935,1165.836836720222,16.323181871415194,0.026494079673105634,0.00037650663778804485,0.04400367369256736,0.04335430038448449
Dew,6.282654498665203,0.99962640094594,0.00037359905405998095,0.958041041041041,0.04195895895895896,1165.8298026778828,16.336134477458295,0.026494010026664593,0.00037694433853591657,0.04400352387217136,0.0433383202965966
Dew,6.289956008827264,0.9996170108831002,0.0003829891168998234,0.9570420420420421,0.04295795795795787,1165.8227503626165,16.349117419619457,0.026493940195682346,0.00037738306243052257,0.044003373667787164,0.04332234020870871
Dew,6.297275110535634,0.9996075967404036,0.00039240325959644107,0.9560430430430431,0.043956956956956894,1165.8156797175577,16.362130787687455,0.026493870179582733,0.0003778228126778282,0.044003223078219175,0.04330636012082083
Dew,6.304611858612067,0.9995981584428094,0.00040184155719058534,0.9550440440440441,0.04495595595595592,1165.8085906856204,16.37517467192519,0.026493799977787422,0.00037826359249948507,0.044003072102267025,0.04329038003293294
Dew,6.311966308095248,0.9995886959149792,0.00041130408502076943,0.9540450450450451,0.04595495495495494,1165.8014832094914,16.38824916298945,0.026493729589715753,0.0003787054051310056,0.0440029207387256,0.04327439994504505
Dew,6.319338519039045,0.999579209081275,0.0004207909187250447,0.9530460460460461,0.04695395395395385,1165.794357574429,16.40135436572206,0.026493659022575156,0.0003791482541405968,0.044002768986384985,0.04325841985715716
Dew,6.326728532568339,0.9995696978657543,0.00043030213424566366,0.9520470470470471,0.047952952952952876,1165.7872126942784,16.41449033031999,0.026493588252409467,0.0003795921418380544,0.04400261684403039,0.043242439769269274
Dew,6.334136418760393,0.9995601621921743,0.0004398378078257492,0.9510480480480481,0.0489519519519519,1165.7800495394313,16.427657189970216,0.026493517302002098,0.00038003707245647925,0.04400246431044224,0.043226459681381384
Dew,6.341562228778603,0.999550601983983,0.0004493980160169553,0.9500490490490491,0.04995095095095092,1165.7728677088608,16.440855023255065,0.02649344616297281,0.00038048304897154344,0.04400231138439599,0.043210479593493493
Dew,6.349006018791874,0.9995410171643219,0.00045898283567813447,0.94905005005005,0.050949949949949946,1165.765667144105,16.454083922907586,0.02649337483472935,0.00038093007469092773,0.04400215806466221,0.04319449950560561
Dew,6.356467850374178,0.9995314076560216,0.00046859234397844673,0.9480510510510511,0.05194894894894886,1165.7584481532433,16.467343996929852,0.026493303325012544,0.0003813781532808349,0.044002004350006486,0.04317851941771771
Dew,6.363947764680297,0.9995217733815988,0.00047822661840124514,0.9470520520520521,0.05294794794794788,1165.7512095770173,16.480635294501365,0.02649323160821914,0.0003818272870500814,0.04400185023918939,0.04316253932982984
