Temperature_[K],Pressure_[bar],Surface_Tension_[mN/m],Interfacial_Thickness_[Å],x_CO2,y_CO2,liquid_density_[kg/m3],vapor_density_[kg/m3],Enrichment_N2_[-]
273.12,35.050126001647335,4.490209565740333,12.595100427014017,0.9993148212427996,0.9945610245274471,926.3686043544897,94.9728204251702,1.501586911329064
273.12,35.31009146385506,4.468090683843346,12.625200411595323,0.9986296424855989,0.9892043183060375,925.7981796036962,95.53266313576047,1.4992062439581997
273.12,35.56995594367288,4.446037739488001,12.655354811113213,0.9979444637283986,0.9839281815622241,925.2273036384822,96.09345815324153,1.4968347840735492
273.12,35.82971842066884,4.424050605637936,12.6854685011023,0.9972592849711982,0.9787309608708809,924.6559749794521,96.65520730581403,1.4944724928505058
273.12,36.0893778840331,4.402129156294302,12.715543153124678,0.9965741062139976,0.973611047607855,924.0841921500067,97.21791244056409,1.4921193314774297
273.12,36.348933332187755,4.380273266693603,12.745580427129056,0.9958889274567972,0.9685668764634092,923.5119536761124,97.78157542352425,1.4897752611815072
273.12,36.60838377242923,4.358482813714273,12.775848593547558,0.9952037486995967,0.9635969240138107,922.9392580860648,98.34619813970015,1.487440243191803
273.12,36.867728220547065,4.336757675791539,12.806336636660724,0.9945185699423963,0.9586997073484531,922.3661039102635,98.91178249308902,1.4851142379753768
273.12,37.12696570051223,4.315097745960278,12.836785002134988,0.9938333911851958,0.9538737827500414,921.7924896809952,99.47833040668647,1.4827972185461569
273.12,37.38609524409972,4.293502700677136,12.867481908209655,0.9931482124279953,0.9491177444254778,921.2184139322184,100.0458438224577,1.480489099883862
273.12,37.64511589059845,4.271972774877672,12.898162568821746,0.9924630336707948,0.9444302232852307,920.6438751993575,100.61432470133268,1.4781899200471948
273.12,37.904026686488315,4.250507692415967,12.928807877712392,0.9917778549135944,0.9398098857690358,920.0688720191232,101.18377502315451,1.47589960316285
273.12,38.162826685137155,4.229107343716091,12.959941543110531,0.991092676156394,0.9352554327159417,919.4934029292864,101.75419678663425,1.4736181135898525
273.12,38.421514946509824,4.207771608582989,12.991036459073428,0.9904074973991934,0.930765598276748,918.9174664685232,102.32559200929155,1.471345430083865
273.12,38.68009053689308,4.186500383032306,13.022093875592837,0.989722318641993,0.9263391488670347,918.3410611762272,102.89796272739642,1.469081480670356
273.12,38.938552528609705,4.1652935156448985,13.053115839055273,0.9890371398847925,0.9219748821590302,917.7641855923168,103.47131099587806,1.4668262483739887
273.12,39.1968999997738,4.144150909030207,13.084247464727298,0.988351961127592,0.9176716261106621,917.1868382570943,104.0456388882551,1.4645796948905079
273.12,39.45513203402989,4.123072443261182,13.115807310857312,0.9876667823703916,0.9134282380302243,916.609017711059,104.62094849653502,1.4623417831979781
273.12,39.71324772029161,4.102058006481351,13.147560478465913,0.9869816036131911,0.9092436036751583,916.030722494761,105.19724193112623,1.460112476047533
273.12,39.97124615251958,4.081107490779175,13.179276801480592,0.9862964248559907,0.9051166363835055,915.4519511486329,105.77452132071586,1.4578917372028837
273.12,40.229126429485454,4.060220619030914,13.210957450843729,0.9856112460987901,0.9010462762367013,914.8727022128518,106.35278881219156,1.4556795385927648
273.12,40.486887654556334,4.039397625325285,13.242605029874802,0.9849260673415897,0.8970314892523623,914.2929742271888,106.93204657049402,1.4534758289227347
273.12,40.74452893545657,4.018638251446534,13.274317303595794,0.9842408885843892,0.8930712666058919,913.7127657308582,107.51229677852086,1.4512805785683984
273.12,41.00204938408062,3.9979423514617114,13.306497150993394,0.9835557098271888,0.8891646238796637,913.1320752623963,108.09354163699594,1.4490937518697404
273.12,41.25944811626777,3.97730980720513,13.338884677082028,0.9828705310699883,0.8853106003387046,912.550901359502,108.67578336433542,1.4469153043934093
273.12,41.516724251628816,3.956740576008189,13.37123723129541,0.9821853523127878,0.8815082582317754,911.9692425589336,109.25902419653359,1.444749530843654
273.12,41.773876913336885,3.9362346537417743,13.403556934480449,0.9815001735555874,0.8777566821168358,911.3870973963546,109.84326638701005,1.4425940954606902
273.12,42.0309052279377,3.91579165569489,13.435845100629336,0.9808149947983869,0.874054978209915,910.8044644062295,110.42851220649182,1.4404468886189403
273.12,42.28780832518615,3.8954115912416563,13.468559763018256,0.9801298160411864,0.8704022737564483,910.2213421216804,111.01476394285176,1.4383078598307353
273.12,42.544585337850826,3.875094321860966,13.50130274147429,0.979444637283986,0.8667977164241937,909.6377290743935,111.60202390098178,1.4361769902300678
273.12,42.801235401564014,3.8548399217058202,13.534095583476825,0.9787594585267855,0.8632404737168836,909.0536237944804,112.1902944026487,1.434054212875513
273.12,43.05775765463903,3.8346481846341596,13.567099309917232,0.978074279769585,0.8597297324077712,908.4690248103855,112.77957778634173,1.4319394881373861
273.12,43.31415123791367,3.8145189983457657,13.600071861305745,0.9773891010123845,0.8562646979923274,907.8839306487487,113.36987640711763,1.4298328226793275
273.12,43.57041529459409,3.7944521973641887,13.6333493851958,0.9767039222551841,0.8528445941593391,907.2983398343279,113.9611926364503,1.4277341625572968
273.12,43.8265489701163,3.774447725384079,13.666778950720634,0.9760187434979836,0.8494686622795904,906.7122508898794,114.55352886213772,1.4256434715946091
273.12,44.08255141196586,3.754505507598294,13.70017619135512,0.9753335647407831,0.8461361609117324,906.125662336042,115.1468874880275,1.4235607158087946
273.12,44.33842176956475,3.7346254539232775,13.733542938336768,0.9746483859835827,0.8428463653243283,905.5385726912523,115.74127093396346,1.4214858643382897
273.12,44.59415919411719,3.7148074297824563,13.767043474479856,0.9739632072263822,0.8395985670337075,904.9509804716536,116.33668163562281,1.4194188770623741
273.12,44.84976283846758,3.6950513816014037,13.800932992117744,0.9732780284691818,0.8363920733568992,904.3628841909701,116.93312204426982,1.4173597248234664
273.12,45.10523185698323,3.6753571918239922,13.835061149805703,0.9725928497119812,0.833226206979199,903.7742823604424,117.53059462672863,1.4153083738402348
273.12,45.36056540540353,3.655724761897659,13.869157589031033,0.9719076709547808,0.8301003055356728,903.1851734887088,118.12910186510557,1.4132647904753357
273.12,45.61576264073469,3.636153993118377,13.903224016533308,0.9712224921975804,0.8270137212062051,902.5955560817384,118.72864625671353,1.4112289414830768
273.12,45.87082272111341,3.616644789571156,13.93726212511966,0.9705373134403799,0.823965820323512,902.0054286427219,119.32923031386129,1.4092007936301651
273.12,46.12574480567999,3.5971970617089313,13.971474001928812,0.9698521346831794,0.8209559829936602,901.4147896719883,119.93085656370361,1.4071803140048105
273.12,46.3805280544804,3.5778107296827764,14.006291761957165,0.9691669559259789,0.817983602728662,900.823637666934,120.53352754809937,1.4051674739413424
273.12,46.635171628345546,3.5584856914347673,14.04109942633685,0.9684817771687785,0.8150480860906582,900.2319711219205,121.13724582343093,1.4031622568158146
273.12,46.88967468875766,3.539221785169988,14.07587769028784,0.967796598411578,0.8121488523472702,899.6397885281893,121.74201396041485,1.4011645912777235
273.12,47.144036397767586,3.5200189856574347,14.110628317304574,0.9671114196543775,0.8092853331377908,899.0470883737948,122.34783454400096,1.3991744618675923
273.12,47.398255917879936,3.500877193870807,14.145542332755547,0.9664262408971771,0.8064569721497061,898.4538691435168,122.95471017314749,1.3971918391954699
273.12,47.65233241193853,3.4817963090279553,14.180757936301248,0.9657410621399766,0.8036632248052712,897.8601293187807,123.5626434606932,1.3952166920392477
273.12,47.90626504304275,3.462776222671805,14.21614475623312,0.9650558833827761,0.8009035579577336,897.2658673775728,124.17163703315781,1.3932489888320174
273.12,48.16005297442928,3.44381684731991,14.251646580576399,0.9643707046255756,0.7981774495968919,896.6710817943834,124.78169353062157,1.3912886981797266
273.12,48.41369536938563,3.4249181520886975,14.287121655982446,0.9636855258683752,0.7954843885636164,896.0757710401039,125.39281560650072,1.3893357885330173
273.12,48.667191391152365,3.406080014454998,14.322787178683633,0.9630003471111748,0.79282387427307,895.4799335819813,126.00500592744031,1.3873902286883573
273.12,48.92054020281918,3.387302401876818,14.358728531846191,0.9623151683539742,0.7901954164462759,894.8835678835136,126.61826717308298,1.385451976526106
273.12,49.17374096725389,3.368585097722294,14.394642404747167,0.9616299895967738,0.7875985348497898,894.2866724044059,127.23260203597854,1.3835210241835996
273.12,49.426792846991795,3.349928078843477,14.430674703206968,0.9609448108395733,0.7850327590431206,893.6892456004821,127.84801322132294,1.3815973301952011
273.12,49.679695004167854,3.331331249598076,14.46688620066196,0.9602596320823729,0.7824976281337354,893.0912859236195,128.4645034468693,1.379680863579337
273.12,49.9324466004046,3.312794530803789,14.503352613417512,0.9595744533251724,0.7799926905392868,892.4927918216788,129.08207544270056,1.377771593629561
