Temperature_[K],Pressure_[bar],Surface_Tension_[mN/m],Interfacial_Thickness_[Å],x_CO2,y_CO2,liquid_density_[kg/m3],vapor_density_[kg/m3],Enrichment_N2_[-]
250.0,18.271889121152462,8.813998504416304,9.313212368599629,0.9990818775280791,0.9792189827501417,1042.4630229809316,46.43992103434672,2.447286970816154
250.0,18.730880988694953,8.760255008536479,9.347485518603825,0.9981637550561582,0.9594346884830082,1041.7977251311015,47.262384545920234,2.435977383511033
250.0,19.18964127070993,8.706765731546799,9.381570176208939,0.997245632584237,0.940579209566447,1041.1320633417936,48.0866739661492,2.4247838676083555
250.0,19.648162149754764,8.653529404937668,9.41539780275374,0.9963275101123161,0.922590605400296,1040.4660340581213,48.912780107096104,2.413702385617642
250.0,20.106436420100255,8.600544779733193,9.449123868323554,0.9954093876403952,0.9054122682427531,1039.7996339513627,49.74069449692044,2.4027292976243793
250.0,20.564457425284235,8.547810624870163,9.483523782101102,0.9944912651684742,0.8889923674041306,1039.132859895791,50.57040936697496,2.3918613050451616
250.0,21.022219003062844,8.495325725397452,9.517668009396616,0.9935731426965533,0.8732833608491322,1038.4657089482705,51.40191763345772,2.3810954030568277
250.0,21.479715436924547,8.443088880565771,9.551567440065675,0.9926550202246323,0.858241564949136,1037.798178330268,52.23521287531536,2.3704288425858513
250.0,21.936941413175763,8.391098958617832,9.585787711509345,0.9917368977527113,0.8438267745379548,1037.1302654119415,53.07028930971883,2.3598590557701637
250.0,22.393891982890516,8.339354659621527,9.620523280430433,0.9908187752807903,0.8300019266009272,1036.461967698032,53.90714176605345,2.3493838076667957
250.0,22.85056252807215,8.287854885937367,9.655015172995064,0.9899006528088694,0.816732801910657,1035.7932828153253,54.74576565920132,2.339000898912664
250.0,23.306948731577545,8.236598484264391,9.689273651559319,0.9889825303369484,0.8039877597471939,1035.1242085014962,55.58615696264406,2.328708333257158
250.0,23.763046550161317,8.185584310896624,9.723832942667833,0.9880644078650275,0.7917375015340841,1034.4547425951264,56.428312181789266,2.3185042526479935
250.0,24.218852190437467,8.13481123123258,9.758653562587149,0.9871462853931064,0.7799548598067282,1033.7848830267965,57.27222832782753,2.3083869219827386
250.0,24.674362087301983,8.084278119206477,9.793241727511486,0.9862281629211855,0.7686146094244669,1033.1146278110891,58.11790289231515,2.298354715814188
250.0,25.129572884503975,8.033983856871565,9.827607155807256,0.9853100404492645,0.75769329835778,1032.4439750394042,58.96533382263252,2.2884061067105965
