Branch,Pressure [bar],x_CO2 [-],x_Ar [-],y_CO2 [-],y_Ar [-],rho_L [kg/m3],rho_V [kg/m3],rho_L_mol_cm3 [mol/cm3],rho_V_mol_cm3 [mol/cm3],M_liq [kg/mol],M_vap [kg/mol]
Dew,17.87287626139056,0.9999660357483814,3.396425161861227e-05,0.999,0.0010000000000000009,1046.0262997445363,46.69392000022014,0.02376848664624514,0.0010613821555645658,0.044008956704434686,0.0439935039
Dew,17.895224886898326,0.9999320028883452,6.799711165483835e-05,0.9980010010010011,0.001998998998998913,1045.997841001327,46.73542447055725,0.02376813400128767,0.0010627115949098879,0.04400841231140226,0.04397752381211212
Dew,17.917633718284463,0.999897867109932,0.00010213289006799631,0.9970020020020021,0.0029979979979979365,1045.9692931910213,46.777044841211726,0.02376778021284537,0.0010640446371640053,0.04400786627207719,0.04396154372422423
Dew,17.94010296002003,0.9998636280488388,0.00013637195116122935,0.996003003003003,0.00399699699699696,1045.9406559946149,46.81878144375112,0.023767425276734346,0.0010653812938022957,0.04400731858063203,0.04394556363633634
Dew,17.962632817325193,0.9998292853394148,0.00017071466058515838,0.995004004004004,0.004995995995995983,1045.91192909192,46.860634611572266,0.023767069188754805,0.0010667215763584751,0.04400676923121782,0.04392958354844845
Dew,17.98522349616379,0.9997948386146486,0.0002051613853514267,0.9940050050050051,0.0059949949949948955,1045.883112161552,46.902604679870564,0.02376671194469085,0.0010680654964240058,0.04400621821796378,0.043913603460560564
Dew,18.00787520326239,0.9997602875061541,0.00023971249384591164,0.9930060060060061,0.006993993993993919,1045.8542048809195,46.94469198569179,0.023766353540310377,0.0010694130656493809,0.04400566553497719,0.043897623372672674
Dew,18.030588146123932,0.999725631644158,0.00027436835584204733,0.9920070070070071,0.007992992992992942,1045.8252069262105,46.98689686796598,0.02376599397136485,0.0010707642957450021,0.04400511117634312,0.04388164328478479
Dew,18.053362533015708,0.9996908706574853,0.00030912934251470237,0.991008008008008,0.008991991991991966,1045.7961179723818,47.029219667454164,0.023765633233589205,0.001072119198480078,0.0440045551361242,0.0438656631968969
Dew,18.07619857298918,0.9996560041735467,0.00034399582645328053,0.990009009009009,0.009990990990990989,1045.7669376931485,47.07166072680309,0.023765271322701686,0.0010734777856839773,0.04400399740836047,0.043849683109009004
Dew,18.09909647589406,0.9996210318183244,0.00037896818167559854,0.9890100100100101,0.010989989989989901,1045.7376657609723,47.11422039058037,0.023764908234403723,0.0010748400692471394,0.044003437987069106,0.04383370302112113
Dew,18.12205645236903,0.9995859532163585,0.0004140467836415418,0.9880110110110111,0.011988988988988925,1045.7083018470444,47.156899005230464,0.023764543964379648,0.0010762060611201833,0.0440028768662442,0.04381772293323324
Dew,18.14507871386386,0.9995507679907333,0.00044923200926672013,0.987012012012012,0.012987987987987948,1045.678845621278,47.199696919137374,0.023764178508296617,0.0010775757733154472,0.04400231403985657,0.043801742845345354
Dew,18.168163472636238,0.9995154757630635,0.00048452423693645663,0.986013013013013,0.013986986986986971,1045.6492967522977,47.24261448260108,0.023763811861804505,0.0010789492179065637,0.044001749501853545,0.043785762757457464
Dew,18.19131094177256,0.9994800761534807,0.0005199238465193323,0.9850140140140141,0.014985985985985883,1045.619654907424,47.28565204789567,0.02376344402053567,0.0010803264070298997,0.0440011832461587,0.043769782669569574
Dew,18.21452133517907,0.9994445687806185,0.0005554312193815081,0.9840150150150151,0.015984984984984907,1045.5899197526596,47.328809969226796,0.02376307498010474,0.0010817073528836976,0.04400061526667165,0.04375380258168168
Dew,18.23779486760531,0.9994089532615997,0.0005910467384002693,0.9830160160160161,0.01698398398398393,1045.560090952686,47.37208860279847,0.02376270473610866,0.0010830920677297174,0.04400004555726787,0.0437378224937938
Dew,18.261131754642307,0.9993732292120213,0.000626770787978681,0.982017017017017,0.017982982982982954,1045.53016817084,47.415488306794465,0.023762333284126275,0.0010844805638929257,0.04399947411179842,0.04372184240590591
Dew,18.284532212730873,0.9993373962459409,0.0006626037540591323,0.981018018018018,0.018981981981981977,1045.5001510691054,47.459009441393995,0.023761960619718275,0.0010858728537619705,0.043998900924089694,0.04370586231801802
Dew,18.307996459177726,0.9993014539758619,0.0006985460241381025,0.9800190190190191,0.01998098098098089,1045.470039308105,47.50265236881346,0.023761586738427085,0.0010872689497902538,0.04399832598794329,0.04368988223013013
Dew,18.331524712152042,0.99926540201272,0.000734597987280039,0.9790200200200201,0.020979979979979912,1045.439832547084,47.54641745328249,0.02376121163577665,0.001088668864495501,0.04399774929713567,0.043673902142242246
Dew,18.355117190700582,0.9992292399658681,0.000770760034131901,0.9780210210210211,0.021978978978978936,1045.4095304438963,47.59030506108252,0.023760835307272212,0.0010900726104607617,0.04399717084541803,0.043657922054354356
Dew,18.378774114753767,0.9991929674430625,0.0008070325569374814,0.977022022022022,0.02297797797797796,1045.3791326549958,47.63431556055478,0.02376045774840026,0.001091480200334714,0.04399659062651597,0.043641941966466466
Dew,18.402495705131358,0.9991565840504478,0.0008434159495521731,0.976023023023023,0.023976976976976982,1045.3486388354177,47.67844932210682,0.023760078954628196,0.001092891646831932,0.04399600863412937,0.043625961878578576
Dew,18.42628218356337,0.9991200893925427,0.0008799106074572904,0.9750240240240241,0.024975975975975895,1045.3180486387766,47.7227067182707,0.023759698921404428,0.0010943069627343423,0.04399542486193206,0.04360998179069069
Dew,18.450133772670412,0.999083483072225,0.0009165169277749463,0.9740250250250251,0.025974974974974918,1045.2873617172381,47.767088123624255,0.023759317644157847,0.0010957261608895415,0.04399483930357161,0.04359400170280281
Dew,18.474050696001466,0.9990467646907175,0.0009532353092824852,0.9730260260260261,0.02697397397397394,1045.2565777215198,47.811593914905515,0.02375893511829794,0.001097149254213542,0.04399425195266919,0.04357802161491492
Dew,18.4980331780221,0.9990099338475721,0.0009900661524279153,0.972027027027027,0.027972972972972965,1045.2256963008683,47.85622447096105,0.023758551339214465,0.001098576255689711,0.04399366280281915,0.04356204152702703
Bubble,18.50450010195757,0.999,0.0010000000000000009,0.971758104063442,0.028241895936558015,1045.2173661869547,47.86825946870166,0.02375844780544872,0.0010989610498444698,0.0439935039,0.043557739808409233
Dew,18.522081444138458,0.998972990140656,0.001027009859344008,0.9710280280280281,0.028971971971971877,1045.194717103058,47.90098017281359,0.023758166302277436,0.0011000071783704472,0.04399307184758895,0.043546061439139146
Dew,18.546195720691156,0.9989359331661358,0.0010640668338641746,0.9700290290290291,0.0299709709709709,1045.163639774365,47.9458614036294,0.023757780002836768,0.0011014420353765595,0.04399247908051883,0.043530081351251255
