Temperature_[K],Pressure_[bar],Surface_Tension_[mN/m],Interfacial_Thickness_[Å],x_CO2,y_CO2,liquid_density_[kg/m3],vapor_density_[kg/m3],Enrichment_CH4_[-]
230.0,8.966824416506588,13.066663855076255,7.65512076249923,0.9998646716369087,0.9972343137529226,1122.3044916935369,23.004856072437637,2.6655331770725006
230.0,8.993708055146262,13.058755575482346,7.658318547690456,0.9997293432738176,0.9944854991906493,1122.1542574366365,23.0352551670473,2.664123294407019
230.0,9.020584772445783,13.050852039115899,7.66151151067529,0.9995940149107263,0.9917534040913742,1122.004026723065,23.06565742881004,2.662714349255688
230.0,9.047454566364214,13.042953243395228,7.664699680165924,0.9994586865476349,0.9890378780463599,1121.8537995511545,23.096062857127425,2.661306343377009
230.0,9.074317434901298,13.035059185706944,7.667883084709231,0.9993233581845437,0.9863387724332247,1121.7035759192534,23.126471451356988,2.659899278504153
230.0,9.101173376079275,13.027169863429782,7.671061752690022,0.9991880298214525,0.9836559403896995,1121.5533558257125,23.156883210814247,2.6584931563403287
230.0,9.12802238797523,13.019285301863631,7.674235718191433,0.9990527014583612,0.9809892367878401,1121.403139268898,23.187298134773545,2.657088318386708
230.0,9.154864468747006,13.011405440762575,7.677404997446899,0.99891737309527,0.9783385182086901,1121.2529262471892,23.217716222472493,2.6556840891877114
230.0,9.18169961653307,13.003530307095879,7.680569624349076,0.9987820447321786,0.9757036429173821,1121.1027167589732,23.24813747311018,2.6542808071333357
230.0,9.208527829545588,12.995659898250356,7.68372962664526,0.9986467163690875,0.9730844708386684,1120.952510802644,23.278561885850092,2.6528784737219278
230.0,9.23534910603486,12.987794211544095,7.686885031925044,0.9985113880059961,0.9704808635328789,1120.802308376609,23.30898945982263,2.651477090414184
230.0,9.262163444301933,12.979933244332917,7.690035867623344,0.9983760596429049,0.9678926841722846,1120.6521094792847,23.339420194125214,2.6500766586294957
230.0,9.2889708426518,12.972076993940844,7.693182161019294,0.9982407312798135,0.9653197975178737,1120.5019141090959,23.3698540878242,2.6486771797442246
230.0,9.315771299465746,12.964225457699678,7.696323939236792,0.9981054029167225,0.9627620698965244,1120.3517222644773,23.400291139956657,2.647278655070829
230.0,9.342564813146591,12.956378632920202,7.699461229247852,0.9979700745536311,0.9602193691785607,1120.2015339438717,23.430731349529985,2.6458810858968507
230.0,9.36935138213776,12.948536516906765,7.702634005103356,0.9978347461905398,0.9576915647556986,1120.0513491457348,23.461174715526585,2.6444844734636797
230.0,9.396131004920601,12.94069910698635,7.7059216405935445,0.9976994178274485,0.9551785275193648,1119.901167868529,23.49162123690287,2.643088818978523
230.0,9.42290368001379,12.93286640047686,7.709204195303797,0.9975640894643574,0.9526801298393731,1119.7509901107226,23.52207091258857,2.641694123631196
230.0,9.449669405957014,12.925038394652596,7.712481698981172,0.9974287611012661,0.950196245542979,1119.6008158707975,23.55252374149311,2.6403003885662977
230.0,9.476428181358651,12.917215086829248,7.715754181207359,0.9972934327381747,0.947726749894267,1119.4506451472405,23.58297972250132,2.638907614944186
230.0,9.5031800048282,12.909396474312038,7.719021671390678,0.9971581043750835,0.9452715195739017,1119.3004779385483,23.61343885447949,2.637515803892909
230.0,9.529924875022099,12.901582554383511,7.722284198769621,0.9970227760119923,0.942830432659203,1119.1503142432246,23.643901136271573,2.6361249565357046
230.0,9.556662790649012,12.893773324337722,7.725541792415903,0.996887447648901,0.9404033686045664,1119.0001540597855,23.674366566704887,2.63473507399411
230.0,9.58339375041157,12.885968781469181,7.728794481234019,0.9967521192858098,0.9379902082222024,1118.849997386747,23.70483514458696,2.633346157391002
230.0,9.610117753076107,12.878168923073376,7.732042293962216,0.9966167909227184,0.9355908336631968,1118.699844222641,23.735306868709838,2.6319582078456403
230.0,9.636834797439054,12.870373746415238,7.735285259173858,0.9964814625596273,0.9332051283988894,1118.549694566004,23.765781737850237,2.6305712264734797
230.0,9.663544882309958,12.862583248780819,7.738523405278137,0.996346134196536,0.9308329772025551,1118.3995484153777,23.796259750768478,2.629185214398473
230.0,9.69024800655447,12.85479742745999,7.741756760522954,0.9962108058334447,0.9284742661313884,1118.2494057693154,23.82674090621197,2.627800172731171
230.0,9.716944169050157,12.847016279692227,7.744985352993609,0.9960754774703534,0.9261288825087887,1118.0992666263755,23.857225202915505,2.626416102593586
230.0,9.743633368711695,12.839239802761107,7.748209210616345,0.9959401491072621,0.9237967149069248,1117.9491309851237,23.887712639599737,2.6250330050958444
