P [bar],x_CO2 [-],y_CO2 [-],gamma_Parachor [mN/m],gamma_WSD [mN/m],mixcorr_WSD
9.203127742308755,0.999,0.973289488275773,13.345488365755685,13.349193494763616,0.999
9.475571287525215,0.9980010010010011,0.9482276198070237,13.286853806569692,13.29418069638208,0.9980010010010011
9.746900717731487,0.9970020020020021,0.9246350617314558,13.228464283758818,13.239343606503272,0.9970020020020021
10.017145718887052,0.996003003003003,0.9023802285978796,13.170310655450564,13.184681158551436,0.996003003003003
10.286334409650152,0.995004004004004,0.8813481488254143,13.112384771680091,13.130191838789797,0.995004004004004
10.554484630910384,0.9940050050050051,0.8614376922116623,13.054680374411522,13.07587433778519,0.9940050050050051
10.821614597109503,0.9930060060060061,0.842559367500064,12.997191757698321,13.021727102752756,0.9930060060060061
11.087738706670189,0.9920070070070071,0.8246335545817846,12.939914167676365,12.967748653270164,0.9920070070070071
11.352869040530758,0.991008008008008,0.807589071366947,12.882843552936686,12.913937562408629,0.991008008008008
11.616985428569715,0.990009009009009,0.7913620008987882,12.825980128709874,12.86029396353221,0.990009009009009
11.88015530422401,0.9890100100100101,0.7758947228019202,12.769313820650606,12.806813679842948,0.9890100100100101
12.142357723085562,0.9880110110110111,0.7611351066994634,12.712845485432156,12.753496936634042,0.9880110110110111
12.403599165456122,0.987012012012012,0.7470358351882952,12.656572897568168,12.700342628471075,0.987012012012012
12.663925107932442,0.986013013013013,0.7335538313803582,12.600489228088717,12.647347905373453,0.986013013013013
12.923263750211152,0.9850140140140141,0.7206497715474779,12.544602207953163,12.594515374503597,0.9850140140140141
13.18165677328411,0.9840150150150151,0.7082876675969971,12.488905783088773,12.541842423624159,0.9840150150150151
13.439108213463054,0.9830160160160161,0.6964345072809806,12.433398630485627,12.489328240805982,0.9830160160160161
13.695621743531667,0.982017017017017,0.6850599424880114,12.37807957196229,12.436972073719055,0.982017017017017
13.951200738675842,0.981018018018018,0.6741360178505929,12.32294755172869,12.384773224011665,0.981018018018018
14.205848330496941,0.9800190190190191,0.6636369333725417,12.268001617550677,12.332731041979699,0.9800190190190191
14.459547405850666,0.9790200200200201,0.6535388359355164,12.21324338127316,12.28084573880085,0.9790200200200201
14.712339493012877,0.9780210210210211,0.643819635457485,12.158667263876566,12.229115153292186,0.9780210210210211
14.964208457855344,0.977022022022022,0.6344588422033463,12.104274857581338,12.177539531429641,0.977022022022022
15.215156830314369,0.976023023023023,0.6254374223339756,12.0500654888335,12.126118372221303,0.976023023023023
