Temperature_[K],Pressure_[bar],Surface_Tension_[mN/m],Interfacial_Thickness_[Å],x_CO2,y_CO2,liquid_density_[kg/m3],vapor_density_[kg/m3],Enrichment_CH4_[-]
270.0,32.18477222593576,5.036169249503122,11.98958367508164,0.9992159021083931,0.9952129804349918,944.0052165794563,86.00792997743531,1.3707907373191488
270.0,32.37835921620153,5.0128680401933545,12.017207590870576,0.9984318042167862,0.9904873926520233,943.0916418818557,86.32686888262032,1.3687980523545606
270.0,32.571730321786625,4.989633776901768,12.044803854762954,0.9976477063251795,0.9858221315652445,942.1779686427585,86.64637929556991,1.366811130070339
270.0,32.76488545100875,4.966466225611171,12.072476404019474,0.9968636084335727,0.9812161183335681,941.2641958037734,86.96646342712896,1.3648299586831079
270.0,32.957824516750875,4.943365253154262,12.100561806667159,0.9960795105419658,0.9766682995981271,940.3503223049796,87.28712349766194,1.3628545334090703
270.0,33.15054743627012,4.920330722068193,12.128616813193517,0.9952954126503589,0.9721776467458015,939.4363470848009,87.60836173747776,1.3608848483005997
270.0,33.343054131068584,4.897362496789868,12.156642893550512,0.9945113147587521,0.967743155197805,938.522269079894,87.93018038725172,1.3589208974213103
270.0,33.53534452669993,4.87446044418564,12.18471349003439,0.9937272168671452,0.963363843722343,937.6080872250401,88.252581698409,1.3569626752211985
270.0,33.72741855261363,4.851624433244059,12.212960099271108,0.9929431189755383,0.9590387537704261,936.6938004530197,88.5755679335009,1.3550101763559212
270.0,33.91927614203379,4.8288541935815115,12.241467944114163,0.9921590210839315,0.9547669488339332,935.7794076945339,88.89914136656,1.3530634047565049
270.0,34.11091723178111,4.806149868824832,12.270202261015925,0.9913749231923247,0.9505475138250814,934.864907878069,89.22330428343926,1.3511223455988217
270.0,34.3023417621538,4.7835111955502585,12.298907209208245,0.9905908253007178,0.946379554476483,933.9502999298187,89.54805898213695,1.3491869934783456
270.0,34.49354967678644,4.760938046455508,12.32758428515384,0.9898067274091109,0.9422621967610035,933.0355827735752,89.87340777310439,1.3472573408725252
270.0,34.68454092251487,4.738430290597518,12.356234952148675,0.9890226295175041,0.9381945863306859,932.1207553306353,90.19935297955193,1.3453410932204797
270.0,34.87531544926405,4.715987920871798,12.384860923814607,0.9882385316258973,0.9341758879740009,931.2058165197019,90.52589693771375,1.343444923730697
270.0,35.065873209901675,4.693610563181798,12.413975949327934,0.9874544337342904,0.9302052850907646,930.290765256794,90.85304199713138,1.3415542363290263
270.0,35.25621416012623,4.671298173470139,12.443237549593412,0.9866703358426835,0.9262819791840505,929.3756004551499,91.18079052091146,1.3396689956030623
270.0,35.44633825838603,4.649050690692812,12.47260510794353,0.9858862379510767,0.9224051893684562,928.4603210251561,91.509144885976,1.3377892051830476
270.0,35.63624546571076,4.626867944936265,12.501945846836477,0.9851021400594698,0.9185741518941513,927.5449258742342,91.83810748329857,1.3359148557134228
270.0,35.825935745647996,4.604749811232423,12.531261223282627,0.984318042167863,0.9147881196860902,926.6294139067761,92.16768071813213,1.334045941363766
270.0,36.01540906414688,4.582696161114572,12.560797005220792,0.9835339442762562,0.9110463618978698,925.7137840240564,92.49786701023754,1.3321824562324789
270.0,36.20466538944021,4.560706866175093,12.590602314864064,0.9827498463846492,0.9073481634796701,924.7980351241328,92.82866879408306,1.3303243942544947
270.0,36.39370469197661,4.538781527131834,12.620379678126781,0.9819657484930424,0.903692824759792,923.8821661017951,93.16008851906976,1.3284717709479452
270.0,36.58252694429234,4.516920497674105,12.650130751349955,0.9811816506014356,0.9000796610392786,922.9661758484582,93.49212864970463,1.3266245403966794
270.0,36.77113212094128,4.495123491925982,12.679902932820944,0.9803975527098288,0.8965080021991754,922.0500632520924,93.82479166580246,1.3247827074299436
270.0,36.95952019840814,4.473390339542029,12.70991353052559,0.9796134548182219,0.8929771923199566,921.1338271971637,94.15808006267986,1.3229462720450567
270.0,37.14769115499884,4.45172091177033,12.740422426326134,0.978829356926615,0.8894865893126971,920.2174665645305,94.49199635131559,1.3211152274950042
270.0,37.33564497078337,4.430115083184689,12.770903173139708,0.9780452590350082,0.8860355645615672,919.3009802313886,94.82654305853201,1.3192895674670087
270.0,37.523381627483744,4.408572730996555,12.801357274212776,0.9772611611434013,0.8826235025772636,918.3843670711871,95.16172272715976,1.3174692854276358
270.0,37.71090110842429,4.387093731778985,12.831786229895329,0.9764770632517945,0.8792498006609725,917.467625953564,95.49753791620317,1.3156632427074682
270.0,37.89820339843966,4.365677961628294,12.862191534055036,0.9756929653601877,0.8759138685785159,916.550755744271,95.83399120099199,1.3138750420731975
270.0,38.085288483797314,4.344325298635163,12.892949729843032,0.9749088674685807,0.8726151282443246,915.6337553051005,96.17108517334185,1.312091971164281
270.0,38.27215635212228,4.3230356190408425,12.923885495136934,0.9741247695769739,0.8693530134148756,914.7166234938198,96.50882244169033,1.3103140240629878
270.0,38.458806992338445,4.301808802855893,12.955054051721895,0.9733406716853671,0.866126969391312,913.7993591641022,96.84720563126123,1.3085411949619006
270.0,38.64524039459177,4.280644727443927,12.986197303773238,0.9725565737937603,0.8629364527308727,912.881961165459,97.18623738418641,1.3067734778251399
270.0,38.831456550181585,4.259543374404548,13.017316844572747,0.9717724759021534,0.859780930966895,911.9644283431711,97.52592035965824,1.305010865893453
270.0,39.017455451486484,4.238504421620985,13.048649708212764,0.9709883780105465,0.8566598823370368,911.0467595382206,97.866257234052,1.3032533549384273
270.0,39.203237091936025,4.217527845921115,13.080262220602762,0.9702042801189397,0.8535727955194924,910.1289535872396,98.20725070107844,1.3015009378293616
270.0,39.388801465891305,4.19661365608588,13.111848934019157,0.9694201822273328,0.8505191693768963,909.2110093224163,98.5489034718871,1.29975363021913
270.0,39.57414856864139,4.1757614891085275,13.143410993370608,0.968636084335726,0.8474985127076663,908.2929255714599,98.89121827520964,1.2980113832985742
270.0,39.759278396299855,4.154971337001803,13.175077079980076,0.9678519864441191,0.8445103440045647,907.3747011575196,99.23419785748627,1.2962742117507147
270.0,39.94419094577164,4.13424307990962,13.20703843216873,0.9670678885525122,0.8415541912201869,906.4563348991323,99.57784498298226,1.2945421093132436
270.0,40.128886214691626,4.1135764273980095,13.239377487647445,0.9662837906609054,0.838629591539183,905.537825610145,99.92216243389781,1.2928150472658713
270.0,40.313364201367946,4.0929716392196385,13.271690813013741,0.9654996927692986,0.8357360911570064,904.619172099674,100.26715301051912,1.2910964566697865
270.0,40.497624904725846,4.072428505530567,13.303979765450919,0.9647155948776918,0.8328732450649087,903.700373172021,100.61281953129733,1.289400166915017
270.0,40.68166832426093,4.051946661400233,13.336245643090201,0.9639314969860848,0.8300406168410654,902.7814276266246,100.95916483299014,1.2877086713670771
270.0,40.8654944599808,4.031526077897725,13.368574470445076,0.963147399094478,0.827237778447544,901.8623342579981,101.30619177076211,1.2860219684145393
