Temperature_[K],Pressure_[bar],Surface_Tension_[mN/m],Interfacial_Thickness_[Å],x_CO2,y_CO2,liquid_density_[kg/m3],vapor_density_[kg/m3],Enrichment_AR_[-]
273.26,35.202620197729615,4.467035951825724,12.622732508832819,0.9992778923576071,0.9941375186583965,925.7894529889659,95.55931532481085,1.4565456818505946
273.26,35.48528949609592,4.445930868093036,12.651334650453899,0.9985557847152144,0.9883675926469854,925.4687661617985,96.29341797450917,1.4547320975878595
273.26,35.76779626692898,4.4248805424980695,12.679911464241542,0.9978336770728217,0.9826882173522264,925.147467284624,97.02855255145879,1.4529228297986803
273.26,36.050139241841656,4.403884921603941,12.70846430698537,0.997111569430429,0.9770974450431756,924.8255541007504,97.76471954463297,1.4511178780969598
273.26,36.33231717276067,4.382943947395841,12.736994525931891,0.9963894617880361,0.971593382907053,924.5030243602981,98.50191949851535,1.4493172408483133
273.26,36.6143288312012,4.362057564792628,12.765503455585545,0.9956673541456433,0.9661741911642943,924.1798758197062,99.24015301206344,1.4475209157970288
273.26,36.89617300745949,4.341225717818555,12.794394359927018,0.9949452465032506,0.9608380812594263,923.8561062412432,99.97942073769215,1.4457289009835084
273.26,37.177848509952945,4.3204483609237565,12.823362616550158,0.9942231388608578,0.955583314124274,923.5317133925806,100.71972338028057,1.443941194431515
273.26,37.4593541644758,4.299725447295726,12.852584713772828,0.993501031218465,0.9504081985102141,923.2066950463208,101.46106169618022,1.44215779414634
273.26,37.74068881358914,4.2790569291300855,12.88179406442321,0.9927789235760722,0.9453110893863329,922.8810489796032,102.20343649227748,1.4403786982853235
273.26,38.02185131593689,4.258442758927195,12.910981984349604,0.9920568159336794,0.940290386400521,922.5547729736672,102.94684862502751,1.4386039049364432
273.26,38.30284054566525,4.237882889227193,12.940184448315485,0.9913347082912867,0.9353445324006769,922.2278648134901,103.69129899954793,1.4368334121603004
273.26,38.5836553918235,4.2173772740327715,12.969835761377226,0.9906126006488939,0.9304720120133538,921.9003222873827,104.43678856871634,1.4350672178811414
273.26,38.86429475779176,4.196925867807857,12.99946371277089,0.9898904930065011,0.9256713502772742,921.5721431866378,105.18331833226794,1.4333053198698233
273.26,39.144757560747045,4.176528625596917,13.029069682986007,0.9891683853641083,0.9209411113293281,921.2433253051705,105.93088933594677,1.4315477157517427
273.26,39.425042731111496,4.156185503915119,13.058655041637742,0.9884462777217156,0.9162798971407222,920.9138664391753,106.67950267064245,1.4297944030287542
273.26,39.70514921209827,4.135896459311207,13.088511063012149,0.9877241700793228,0.911686346301129,920.5837643868033,107.42915947155768,1.428045379048072
273.26,39.98507595917307,4.115661449902584,13.118566425820653,0.98700206243693,0.907159132848643,920.2530169478388,108.17986091741334,1.4263006410110375
273.26,40.26482193959713,4.095480435106833,13.148890239056328,0.9862799547945372,0.9026969651438246,919.9216219233895,108.93160822962895,1.4245601859316697
273.26,40.544386132003886,4.075353375102039,13.179192024849735,0.9855578471521445,0.8982985847856002,919.58957711559,109.68440267153315,1.4228240105072905
273.26,40.82376752593167,4.055280228091406,13.209473176073075,0.9848357395097517,0.8939627655675052,919.2568803273178,110.43824554764193,1.4210921111880817
273.26,41.10296512139067,4.035260948493024,13.239735059467854,0.9841136318673589,0.8896883124724069,918.9235293618942,111.19313820284984,1.4193644846706228
273.26,41.38197792852014,4.015295492010145,13.269979026467537,0.9833915242249661,0.8854740607041712,918.5895220228539,111.94908202176117,1.4176411280783692
273.26,41.66080496711962,3.9953835586733444,13.300732957335207,0.9826694165825733,0.881318874754644,918.2548561136302,112.70607842791843,1.4159220681134197
273.26,41.93944526632778,3.975525620550058,13.331743254356269,0.9819473089401806,0.8772216475045506,917.9195294373523,113.46412888315528,1.414207242391741
273.26,42.217897864234594,3.9557213897493835,13.362732889810417,0.9812252012977878,0.8731812993568232,917.5835397965578,114.22323488684711,1.4124966754552402
273.26,42.4961618075221,3.9359708317659794,13.393703261315494,0.980503093655395,0.8691967774010966,917.2468849929738,114.98339797527503,1.4107903636543562
273.26,42.77423615114361,3.916274227611501,13.424655882294488,0.9797809860130022,0.865267054608038,916.9095628272888,115.74461972099549,1.4090882769549966
273.26,43.05211995798804,3.8966305252068087,13.455792428959725,0.9790588783706095,0.8613911290522952,916.5715710989136,116.5069017321403,1.4073904874381977
273.26,43.32981229855612,3.877040743106101,13.487214717919883,0.9783367707282167,0.857568023162921,916.2329076057742,117.27024565181864,1.4057020575858594
273.26,43.60731225064501,3.8575044765472817,13.518617446633243,0.9776146630858239,0.8537967830001475,915.8935701440856,118.03465315748035,1.4040178267054955
273.26,43.88461889908373,3.838021694616301,13.550272663085764,0.9768925554434311,0.8500764775574584,915.5535565081573,118.80012596033063,1.402337779042472
273.26,44.161731335420086,3.818592367511965,13.581946364872358,0.9761704478010383,0.846406198087943,915.2128644901984,119.56666580476868,1.4006619101685105
273.26,44.43864865763888,3.799216461457384,13.613610055215723,0.9754483401586456,0.8427850574539206,914.8714918800953,120.33427446770209,1.398990215611736
273.26,44.71536996989958,3.7798939352915837,13.645756772227841,0.9747262325162528,0.8392121894990225,914.5294364652455,121.10295375809443,1.3973226901452611
