P [bar],x_CO2 [-],y_CO2 [-],gamma_Parachor [mN/m],gamma_WSD [mN/m],mixcorr_WSD
32.49494715867566,0.999,0.9898115294241138,5.041252615512059,5.0526403891802225,0.999
32.95684863061422,0.9980010010010011,0.9798535623143613,5.006620559882701,5.0293824127138755,0.9980010010010011
33.41862921231875,0.9970020020020021,0.9701135997333311,4.972021336382756,5.006146842198355,0.9970020020020021
33.88023114206917,0.996003003003003,0.9605888902799682,4.937463900051274,4.9829353268468015,0.996003003003003
34.34160127979509,0.995004004004004,0.9512762371570841,4.902956359513732,4.959749395520607,0.995004004004004
34.80269085424648,0.9940050050050051,0.9421720952837542,4.868506059199404,4.936590459930832,0.9940050050050051
35.26345470777268,0.9930060060060061,0.933272651995229,4.834119677737422,4.913459831453715,0.9930060060060061
35.72385113656524,0.9920070070070071,0.9245738939899002,4.79980329227211,4.890358725587966,0.9920070070070071
36.18384151300711,0.991008008008008,0.916071662783268,4.765562446258778,4.867288272109742,0.991008008008008
36.643389997130676,0.990009009009009,0.9077617005734786,4.731402207254685,4.844249523547975,0.990009009009009
37.10246336431923,0.9890100100100101,0.8996396881140282,4.697327213326172,4.821243460860959,0.9890100100100101
37.56103045164074,0.9880110110110111,0.8917012759253096,4.663341735315813,4.798271008965264,0.9880110110110111
38.01906244357771,0.987012012012012,0.8839421099533876,4.62944969020935,4.775333030654483,0.987012012012012
38.47653237226423,0.986013013013013,0.8763578525976012,4.5956546926234845,4.7524303404594175,0.986013013013013
38.93341503691999,0.9850140140140141,0.8689441998726254,4.56196008095828,4.729563707664041,0.9850140140140141
39.389686860708565,0.9840150150150151,0.8616968953413753,4.528368944073391,4.706733860732978,0.9840150150150151
39.84532576212876,0.9830160160160161,0.85461174134804,4.494884144790409,4.683941491198735,0.9830160160160161
40.30031105049723,0.982017017017017,0.8476846079918838,4.461508339927141,4.661187256739957,0.982017017017017
40.75462327679507,0.981018018018018,0.8409114402094702,4.428244001397239,4.638471785439637,0.981018018018018
41.208244205026006,0.9800190190190191,0.8342882632720638,4.395093428373087,4.615795676494143,0.9800190190190191
41.66115668278809,0.9790200200200201,0.8278111869552714,4.36205876438724,4.593159503731813,0.9790200200200201
