P [bar],x_CO2 [-],y_CO2 [-],gamma_Parachor [mN/m],gamma_WSD [mN/m],mixcorr_WSD
6.267796712084226,0.999,0.9593416568293076,15.641490918921997,15.644525587834785,0.999
6.542890210653717,0.9980010010010011,0.9222544969459909,15.576271564662946,15.58225572182654,0.9980010010010011
6.816779716404832,0.9970020020020021,0.8882402009976705,15.511314034768782,15.52018065647259,0.9970020020020021
7.089499025729103,0.996003003003003,0.8569233198541736,15.446605389872785,15.458297767287439,0.996003003003003
7.361072522246398,0.995004004004004,0.8279904296700941,15.382135832910699,15.39660430127118,0.995004004004004
7.631517839441222,0.9940050050050051,0.8011769591849788,15.31789793645061,15.33509762481569,0.9940050050050051
7.900824340516292,0.9930060060060061,0.7762574447794365,15.253889251041256,15.273776603655824,0.9930060060060061
8.169073240687785,0.9920070070070071,0.7530381741223309,15.190095677586577,15.212635224947016,0.9920070070070071
8.43620048220278,0.991008008008008,0.7313515303205445,15.126523591480488,15.151675469023926,0.991008008008008
8.702225976007988,0.990009009009009,0.7110515716664255,15.063168458939936,15.090894895178788,0.990009009009009
8.967172519319526,0.9890100100100101,0.6920105265468758,15.000025716139454,15.030291169436978,0.9890100100100101
9.231046502469178,0.9880110110110111,0.6741159782230408,14.93709336373361,14.969862983743175,0.9880110110110111
9.493829036375107,0.987012012012012,0.6572685780857656,14.874373143861988,14.909610341118912,0.987012012012012
9.755533286727921,0.986013013013013,0.6413801696634303,14.811862560027297,14.849531823665307,0.986013013013013
10.016152744172757,0.9850140140140141,0.6263722360613219,14.749561981389977,14.789627027771449,0.9850140140140141
10.275706555120685,0.9840150150150151,0.6121746050523822,14.687468345034821,14.729894509741841,0.9840150150150151
10.534188669558649,0.9830160160160161,0.598724361554303,14.625582162325758,14.67033402018701,0.9830160160160161
10.791523440121455,0.982017017017017,0.5859649285836697,14.563913619147199,14.610948158282556,0.982017017017017
11.047862037218053,0.981018018018018,0.5738452862247301,14.502441645361111,14.551730310999856,0.981018018018018
11.303134658302607,0.9800190190190191,0.5623193044696548,14.441175723071739,14.492683009064967,0.9800190190190191
11.557343306904107,0.9790200200200201,0.551345170688191,14.380115453073968,14.433805841705446,0.9790200200200201
11.810490010560477,0.9780210210210211,0.5408848961697528,14.319260459178471,14.375098428263492,0.9780210210210211
12.062576828381014,0.977022022022022,0.5309038891281739,14.258610381302837,14.316560412665366,0.977022022022022
12.313605855880521,0.976023023023023,0.5213705838456864,14.198164870172297,14.25819145886025,0.976023023023023
12.563579227562233,0.9750240240240241,0.5122561174580338,14.137923583292967,14.199991247069528,0.9750240240240241
12.81249911817403,0.9740250250250251,0.5035340473426806,14.077886181886491,14.141959470700051,0.9740250250250251
13.060367742760878,0.9730260260260261,0.4951801032513792,14.018052328580561,14.084095833807327,0.9730260260260261
13.307187356106436,0.972027027027027,0.4871719692838516,13.958421685675498,14.026400049010444,0.972027027027027
13.552960251551012,0.9710280280280281,0.4794890915823025,13.89899391386599,13.96887183578051,0.9710280280280281
13.797878820355491,0.9700290290290291,0.4721125082742634,13.839742549237052,13.911504874248871,0.9700290290290291
14.041575026620318,0.9690300300300301,0.46502469867741053,13.780718158684952,13.854310780845664,0.9690300300300301
14.28423176910603,0.968031031031031,0.4582094493532858,13.721895581326525,13.797283446660348,0.968031031031031
14.525851472346607,0.967032032032032,0.4516517347445101,13.663274465361988,13.740422606905332,0.967032032032032
14.766436591305078,0.9660330330330331,0.44533761065426586,13.604854454799122,13.68372799872067,0.9660330330330331
15.005989609581594,0.9650340340340341,0.4392541189561584,13.546635189370763,13.62719936066039,0.9650340340340341
15.244513037620822,0.9640350350350351,0.4333892021830293,13.48861630453136,13.570836432276822,0.9640350350350351
15.48200941098095,0.963036036036036,0.42773162682175614,13.43079743150377,13.514638953783109,0.963036036036036
15.718481288717637,0.9620370370370371,0.4222709142974466,13.373178197358332,13.458606665779836,0.9620370370370371
15.953931251844269,0.9610380380380381,0.416997278763807,13.3157582251281,13.402739309037075,0.9610380380380381
16.18836190186996,0.9600390390390391,0.41190157093077845,13.258537133940411,13.347036624320243,0.9600390390390391
16.42177585944029,0.9590400400400401,0.4069752272579856,13.201514539156342,13.291498352251189,0.9590400400400401
16.654175763028082,0.958041041041041,0.40221022392632433,13.144690052530649,13.236124233202128,0.958041041041041
16.88556426775761,0.9570420420420421,0.3975990350727934,13.088063282359398,13.180914007210891,0.9570420420420421
17.115944044290956,0.9560430430430431,0.3931345948354122,13.03163383364413,13.125867413919757,0.9560430430430431
17.34531774324039,0.9550440440440441,0.3888102628101245,12.975401312990986,13.070984193412546,0.9550440440440441
17.57368813030943,0.9540450450450451,0.38461979256727297,12.91936531004476,13.016264082684065,0.9540450450450451
17.801057884066097,0.9530460460460461,0.38055730291702405,12.86352542533207,12.96170682081047,0.9530460460460461
18.02742972745524,0.9520470470470471,0.37661725164830595,12.807881252197092,12.907312145512657,0.9520470470470471
18.25280639435252,0.9510480480480481,0.37279441149667275,12.752432381435764,12.853079793998946,0.9510480480480481
18.477190628857766,0.9500490490490491,0.3690838481239964,12.697178401426083,12.799009502965148,0.9500490490490491
18.70058522017295,0.94905005005005,0.3654808999166248,12.642118893355388,12.745101007748326,0.94905005005005
18.922992861328343,0.9480510510510511,0.3619811594293504,12.587253450718654,12.691354045712737,0.9480510510510511
19.144416357019296,0.9470520520520521,0.35858045632131397,12.532581650723829,12.637768351244222,0.9470520520520521
19.36485848576413,0.9460530530530531,0.3552748416459178,12.478103073312004,12.58434365907815,0.9460530530530531
19.5843220332548,0.9450540540540541,0.3520605733712766,12.42381729659825,12.531079703495639,0.9450540540540541
19.80280979192853,0.9440550550550552,0.34893410302037375,12.369723896965445,12.477976218339789,0.9440550550550552
20.020324560460626,0.9430560560560561,0.34589206333145367,12.315822449163619,12.42503293703431,0.9430560560560561
20.236868967759545,0.9420570570570571,0.34293125684894166,12.262112550647338,12.372249596525421,0.9420570570570571
20.452446167852973,0.9410580580580581,0.34004864536420826,12.20859372566189,12.319625921729365,0.9410580580580581
20.667058807168385,0.9400590590590591,0.3372413401334335,12.155265567845802,12.2671616487249,0.9400590590590591
20.880709705450798,0.9390600600600602,0.33450659280657824,12.10212764626375,12.214856509444509,0.9390600600600602
21.09340168680564,0.9380610610610611,0.3318417870081921,12.049179528752722,12.162710235495096,0.9380610610610611
21.305137579444136,0.9370620620620621,0.32924443051593505,11.996420781984106,12.110722558175395,0.9370620620620621
21.515920215350167,0.9360630630630631,0.3267121479880792,11.943850971534522,12.058893208494785,0.9360630630630631
21.725752429999886,0.9350640640640641,0.32424267419565367,11.89146966194445,12.007221917190213,0.9350640640640641
21.934637062155016,0.9340650650650651,0.321833847718674,11.839276416774217,11.955708414743011,0.9340650650650651
22.142577138477073,0.9330660660660661,0.31948360507011775,11.787270773032207,11.90435242756349,0.9330660660660661
22.34957514000452,0.9320670670670671,0.3171899752139871,11.735452342855213,11.853153693234015,0.9320670670670671
22.55563409253492,0.9310680680680681,0.3149510744470567,11.683820662428442,11.802111937833727,0.9310680680680681
22.7607561103072,0.9300690690690692,0.31276510161654053,11.632375393966884,11.751226905884346,0.9300690690690692
22.964945491657286,0.9290700700700701,0.310630333648174,11.581115896150273,11.700498297389215,0.9290700700700701
23.168204378333975,0.9280710710710711,0.30854512136165757,11.530041826478534,11.649925856155745,0.9280710710710711
23.370535625763758,0.9270720720720721,0.30650788555191855,11.479152743040821,11.599509311303729,0.9270720720720721
23.571942090992906,0.9260730730730731,0.30451711331701703,11.42844820331241,11.549248391812352,0.9260730730730731
23.772426632574142,0.9250740740740742,0.30257135461447365,11.377927764189112,11.499142826532164,0.9250740740740742
23.97199211038131,0.9240750750750751,0.30066921902993865,11.327590982021514,11.449192344196211,0.9240750750750751
24.170641385477506,0.9230760760760761,0.29880937274288033,11.277437412647197,11.399396673430848,0.9230760760760761
24.3683773200052,0.9220770770770771,0.2969905356754673,11.227466611419745,11.349755542766031,0.9220770770770771
24.565202777017436,0.9210780780780782,0.2952114788120662,11.177678133237821,11.300268680644812,0.9210780780780782
24.761120620363695,0.9200790790790792,0.2934710216772496,11.128071532576614,11.25093581543338,0.9200790790790792
24.95613447259611,0.9190800800800801,0.29176802996182444,11.078646257675564,11.201756661104218,0.9190800800800801
25.15024293519805,0.9180810810810811,0.2901014132865709,11.029402457653903,11.15273102625467,0.9180810810810811
25.343455075347457,0.9170820820820821,0.2884701230947399,10.98033881988993,11.10385852208491,0.9170820820820821
25.535771062469465,0.9160830830830832,0.2868731506645003,10.93145527386194,11.055138927691017,0.9160830830830832
25.7271937627724,0.9150840840840841,0.2853095252336685,10.882751372273688,11.006571971176138,0.9150840840840841
25.91772604265094,0.9140850850850851,0.28377831222910815,10.834226667542753,10.95815738061352,0.9140850850850851
26.107370768556354,0.9130860860860861,0.28227861159449535,10.785880711816873,10.909894884052145,0.9130860860860861
26.296130806931558,0.9120870870870871,0.2808095562096648,10.737713056994625,10.861784209523455,0.9120870870870871
26.484009024129467,0.9110880880880882,0.2793703103960477,10.689723254741352,10.813825085046904,0.9110880880880882
26.67100828630362,0.9100890890890891,0.27796006850268773,10.641910856509487,10.766017238635895,0.9100890890890891
26.857131459376028,0.9090900900900901,0.2765780535678141,10.594275413548598,10.718360398302357,0.9090900900900901
27.042381408920026,0.9080910910910911,0.27522351605131185,10.546816476926292,10.670854292062254,0.9080910910910911
27.22676100010709,0.9070920920920922,0.27389573263375394,10.499533597540358,10.623498647940139,0.9070920920920922
27.41027309762155,0.9060930930930932,0.27259400507795106,10.452426326135038,10.576293193973761,0.9060930930930932
27.59291360323681,0.9050940940940941,0.27131765914924355,10.405495193667049,10.529237781042028,0.9050940940940941
27.774699159184667,0.9040950950950951,0.27006604359114644,10.358737811131126,10.482331893631791,0.9040950950950951
27.95562581089671,0.9030960960960961,0.2688385291527754,10.312154688196534,10.435575380621492,0.9030960960960961
28.13569642048867,0.9020970970970972,0.26763450766542535,10.265745375115717,10.38896797014101,0.9020970970970972
28.31491384930368,0.9010980980980982,0.2664533911650788,10.219509422045721,10.342509390351921,0.9010980980980982
28.493280957809578,0.9000990990990991,0.26529461105845914,10.17344637906236,10.296199369450958,0.9000990990990991
28.670800605557616,0.8991001001001001,0.26415761732994236,10.127555796170133,10.250037635672916,0.8991001001001001
28.847475651132797,0.8981011011011012,0.26304187778710547,10.081837223311721,10.20402391729356,0.8981011011011012
29.023308952096542,0.8971021021021022,0.2619468773427685,10.036290210376373,10.15815794263184,0.8971021021021022
29.19830336493417,0.8961031031031031,0.2608721173313546,9.990914307211648,10.11243944005302,0.8961031031031031
29.372461745006863,0.8951041041041041,0.2598171148578599,9.945709063628964,10.066868137970273,0.8951041041041041
29.545786946493195,0.8941051051051051,0.25878140217742024,9.900674029415883,10.021443764847604,0.8941051051051051
29.718281822353912,0.8931061061061062,0.2577645261040139,9.855808754340718,9.976166049201293,0.8931061061061062
29.889949224256988,0.8921071071071072,0.25676604744659665,9.811112788163411,9.93103471960217,0.8921071071071072
30.06079200258923,0.8911081081081081,0.2557855404711485,9.76658568063881,9.886049504677109,0.8911081081081081
30.230813006343755,0.8901091091091091,0.2548225923874598,9.722226981529733,9.841210133111181,0.8901091091091091
